"","Study_number","Record_number","N","OtherFactor","Longitude","Clay_percent","Clay_depth","SOC_percent","SOC_depth","manipSM_per","manipSM_depth","BBL_notes","Percent_control","SM_mean","SM_sd","Author","Study_midyear","Latitude","Ecosystem_type","Manipulation","Manipulation_level","Meas_method","Species","Soil_type","Elevation","Meas_interval","Variable","Manip_Resp","Manip_SD","contSM_per","contSM_depth","Quality_flag","Control_Resp","Control_SD","Duration","sg_clay","sg_ocs","yi","vi"
"123",10066,6228,3,NA,-3.6,NA,NA,NA,NA,NA,10,NA,79,NA,NA,"Domínguez",2011.5,53.05527778,"Shrubland","Drought","-21% rain","IRGA","Calluna vulgaris; Vaccinium myrtillus; Empetrum nigrum; Deschampsia flexuosa","Ferric stagnopodzols",490,14,"Rs_annual",1.12966730967418,0.018307753692889,NA,10,"",0.738049308987131,0.00915387684644452,11,242.392156862745,94.2156862745098,0.425667815425684,0.000138824775485974
"124",10066,6231,3,NA,-3.6,NA,NA,NA,NA,NA,10,NA,79,NA,NA,"Domínguez",2012.5,53.05527778,"Shrubland","Drought","-21% rain","IRGA","Calluna vulgaris; Vaccinium myrtillus; Empetrum nigrum; Deschampsia flexuosa","Ferric stagnopodzols",490,14,"Rs_annual",1.3629997621753,0.0457693842454351,NA,10,"",0.906640594033243,0.0686540763417277,12,242.392156862745,94.2156862745098,0.40769714358284,0.00228722349558933
"125",7436,6452,1,NA,-51.55,NA,NA,NA,NA,9.5,30,NA,30,0.1,0.03,"Silva Júnior",2005.5,-1.717638889,"Forest","Drought","70% total rainfall drained from plot","IRGA","Mixed","",NA,30,"Rs_annual",3.21002563221732,0.840049678936659,15.6,30,"",3.46000581349259,0.439975689030996,0,371.38,39.94,-0.0749913470439179,0.0846543673782658
"126",7593,6475,24,"seasonal",120.7,NA,NA,NA,NA,6.5,10,NA,110,0.06,0.01469693846,"Wang",2010.5,42.91666667,"Grassland","Irrigation","Winter","IRGA","Setaria viridis; Pennisetum centrasiaticum; Chloris virgate; Lespedeza davurica; Artemesia scoparia; Corispermum macrocarpum; Chenopodium acuminatum","Sandy",360,15,"Rs_growingseason",2.9,0.4898979486,6.3,10,"Q01",2.8,0.4898979486,0,179.612244897959,26.6530612244898,0.0350913198112702,0.00246457084661069
"127",7593,6476,24,"seasonal",120.7,NA,NA,NA,NA,7.9,10,NA,110,0.08,0.01469693846,"Wang",2010.5,42.91666667,"Grassland","Irrigation","Summer","IRGA","Setaria viridis; Pennisetum centrasiaticum; Chloris virgate; Lespedeza davurica; Artemesia scoparia; Corispermum macrocarpum; Chenopodium acuminatum","Sandy",360,15,"Rs_growingseason",3.4,0.4898979486,6.3,10,"Q01",2.8,0.4898979486,0,179.612244897959,26.6530612244898,0.194156014440958,0.00214056210757477
"128",7593,6478,24,"seasonal",120.7,NA,NA,NA,NA,5.5,10,NA,110,0.05,0.009797958971,"Wang",2011.5,42.91666667,"Grassland","Irrigation","Winter","IRGA","Setaria viridis; Pennisetum centrasiaticum; Chloris virgate; Lespedeza davurica; Artemesia scoparia; Corispermum macrocarpum; Chenopodium acuminatum","Sandy",360,15,"Rs_growingseason",2.5,0.4898979486,5.1,10,"Q01",2.2,0.4898979486,1,179.612244897959,26.6530612244898,0.127833371509885,0.00366611570312837
"129",7593,6479,24,"seasonal",120.7,NA,NA,NA,NA,6.4,10,NA,110,0.06,0.009797958971,"Wang",2011.5,42.91666667,"Grassland","Irrigation","Summer","IRGA","Setaria viridis; Pennisetum centrasiaticum; Chloris virgate; Lespedeza davurica; Artemesia scoparia; Corispermum macrocarpum; Chenopodium acuminatum","Sandy",360,15,"Rs_growingseason",2.8,0.4898979486,5.1,10,"Q01",2.2,0.4898979486,1,179.612244897959,26.6530612244898,0.241162056816888,0.00334162590715255
"130",10483,6830,4,NA,116.8,16.95,NA,NA,NA,11.5,10,"SM estimated from Figure 2",130,0.12,NA,"Han",2005.5,42.18,"Grassland","Irrigation","30%","IRGA","Artemisia frigida, Leymus chinensis, Stipa krylovii","Haplic calcisols",1324,14,"Rs_annual",2.24876463282509,0.0700261607166451,9,10,"Q01",2.20119969347039,0.0800412229474407,0,150.686274509804,29.0196078431373,0.0213784864065315,0.000572981008596307
"131",10483,6834,4,NA,116.8,16.95,NA,NA,NA,14,10,"SM estimated from Figure 2",130,0.14,NA,"Han",2006.5,42.18,"Grassland","Irrigation","30%","IRGA","Artemisia frigida, Leymus chinensis, Stipa krylovii","Haplic calcisols",1324,14,"Rs_annual",2.75083899268028,0.0900298602119282,12,10,"Q01",2.39938694078165,0.110033559707211,1,150.686274509804,29.0196078431373,0.136692690013675,0.000793545562696733
"132",10483,6838,4,NA,116.8,16.95,NA,NA,NA,11.5,10,"SM estimated from Figure 2",130,0.11,NA,"Han",2007.5,42.18,"Grassland","Irrigation","30%","IRGA","Artemisia frigida, Leymus chinensis, Stipa krylovii","Haplic calcisols",1324,14,"Rs_annual",2.15099225748487,0.0750204793488888,11,10,"Q01",1.55114552228946,0.100018497476416,2,150.686274509804,29.0196078431373,0.326935546174444,0.00134353467753145
"133",10483,6842,4,NA,116.8,16.95,NA,NA,NA,13.5,10,"SM estimated from Figure 2",130,0.14,NA,"Han",2008.5,42.18,"Grassland","Irrigation","30%","IRGA","Artemisia frigida, Leymus chinensis, Stipa krylovii","Haplic calcisols",1324,14,"Rs_annual",2.8010464286658,0.150040958697778,11.5,10,"Q01",2.29897206881061,0.0990143487567053,3,150.686274509804,29.0196078431373,0.197530975457483,0.00118106404736093
"134",10483,6846,4,NA,116.8,16.95,NA,NA,NA,9.5,10,"SM estimated from Figure 2",130,0.09,NA,"Han",2009.5,42.18,"Grassland","Irrigation","30%","IRGA","Artemisia frigida, Leymus chinensis, Stipa krylovii","Haplic calcisols",1324,14,"Rs_annual",2.20119969347039,0.125042940570251,7.5,10,"Q01",1.57492799196681,0.0400073989905663,4,150.686274509804,29.0196078431373,0.334792975101493,0.000968075031429837
"135",10483,6850,4,NA,116.8,16.95,NA,NA,NA,8.5,10,"SM estimated from Figure 2",130,0.07,NA,"Han",2010.5,42.18,"Grassland","Irrigation","30%","IRGA","Artemisia frigida, Leymus chinensis, Stipa krylovii","Haplic calcisols",1324,14,"Rs_annual",2.60021668472373,0.0890257114922178,8,10,"Q01",1.59871046164416,0.0100150622307957,5,150.686274509804,29.0196078431373,0.486397439021412,0.000302867694291045
"136",10483,6854,4,NA,116.8,16.95,NA,NA,NA,12.5,10,"SM estimated from Figure 2",130,0.13,NA,"Han",2011.5,42.18,"Grassland","Irrigation","30%","IRGA","Artemisia frigida, Leymus chinensis, Stipa krylovii","Haplic calcisols",1324,10,"Rs_annual",2.70063155669476,0.095024178844172,11,10,"Q01",1.89995507755728,0.0850355415796845,6,150.686274509804,29.0196078431373,0.351655413042603,0.000810300519349072
"137",10483,6858,4,NA,116.8,16.95,NA,NA,NA,13,10,"SM estimated from Figure 2",130,0.08,NA,"Han",2012.5,42.18,"Grassland","Irrigation","30%","IRGA","Artemisia frigida, Leymus chinensis, Stipa krylovii","Haplic calcisols",1324,10,"Rs_annual",1.4005232143329,0.0830272441402637,12.5,10,"Q01",1.24990090637634,0.0249980181275269,7,150.686274509804,29.0196078431373,0.113781618054234,0.000978619081523674
"138",10483,6862,4,NA,116.8,16.95,NA,NA,NA,14,10,"SM estimated from Figure 2",130,0.14,NA,"Han",2013.5,42.18,"Grassland","Irrigation","30%","IRGA","Artemisia frigida, Leymus chinensis, Stipa krylovii","Haplic calcisols",1324,10,"Rs_annual",2.99923367597706,0.160056020928573,12.5,10,"Q01",2.34917950479613,0.0860132653330867,8,150.686274509804,29.0196078431373,0.244290694401598,0.00104712227053851
"139",11859,7128,10,"Low Biocrust",-3.53,NA,NA,NA,NA,7,5,NA,63,0.07,NA,"Escolar",2009.5,40,"Grassland","Drought","33%","IRGA","Stipa tenacissima","Gypsiric Leptosol",590,30,"Rs_annual",0.605131728457046,0.133181830193166,14,5,"Q01",0.61834421161113,0.0990936236556298,0,294.745098039216,29.6470588235294,-0.0215991118034617,0.00741205526034887
"140",11859,7132,10,"High BioCrust",-3.53,NA,NA,NA,NA,7,5,NA,63,0.07,NA,"Escolar",2009.5,40,"Grassland","Drought","33%","IRGA","Stipa tenacissima","Gypsiric Leptosol",590,30,"Rs_annual",0.377877018206802,0.160135295827498,14,5,"Q01",0.295959622651481,0.139127447612504,0,294.745098039216,29.6470588235294,0.244345758964813,0.0400570224381403
"141",8163,7354,6,NA,110.38,NA,NA,NA,NA,10.51,6,NA,113,NA,NA,"Jia",2011.5,38.81,"Grassland","Irrigation","+50 mm/yr","IRGA","Medicago sativa","Loessial",NA,8.6,"Rs_growingseason",3.87,0.1,9.32,6,"Q01",2.76,0.05,0,128.22,23.04,0.338023827312632,0.00016598037873936
"142",8163,7355,6,NA,110.38,NA,NA,NA,NA,11.07,6,NA,113,NA,NA,"Jia",2011.5,38.81,"Grassland","Irrigation","+50 mm/yr","IRGA","Stipa bungeana","Loessial",NA,8.6,"Rs_growingseason",3.12,0.05,10.53,6,"Q01",2.94,0.1,0,128.22,23.04,0.0594234204708008,0.000235624420909799
"143",8163,7356,6,NA,110.38,NA,NA,NA,NA,11.32,6,NA,113,NA,NA,"Jia",2011.5,38.81,"Grassland","Irrigation","+50 mm/yr","IRGA","Leymus secalinus","Loessial",NA,8.6,"Rs_growingseason",3.55,0.1,10.32,6,"Q01",3.27,0.1,0,128.22,23.04,0.0821576185781623,0.000288115557835259
"144",8163,7357,6,"fallow",110.38,NA,NA,NA,NA,10.68,6,NA,113,NA,NA,"Jia",2011.5,38.81,"Grassland","Irrigation","+50 mm/yr","IRGA","Stipa bungeana","Loessial",NA,8.6,"Rs_growingseason",2.86,0.1,9.79,6,"Q01",2.14,0.05,0,128.22,23.04,0.290015795798001,0.000294742145879479
"145",9557,7413,4,NA,150.81,NA,NA,NA,NA,NA,NA,NA,153.984375,0.078,NA,"Martins",2013.5,-33.611,"Forest","Irrigation","grey water N 0.6 mg/L, total P 3.0 mg/L","Gas chromatography","Eucalyptus saligna","Sandy loam",NA,84,"Rs_annual",0.543931506487329,0.0339957191554581,NA,NA,"Q01",0.424754908437492,0.0283169938958328,0,224.24,43.12,0.247311015188916,0.00208767361111111
"146",9649,7478,3,NA,91.07,NA,NA,NA,NA,15,10,NA,106,0.15,NA,"Shen",2013.5,30.5,"Grassland","Irrigation","Unwarmed plot + 6% precipitation level","IRGA","Kobresia","Sandy loam",NA,14,"Rs_growingseason",1.5,0.01,14,10,"Q01",1.47,0.01,0,168.9,60.72,0.0202027073175195,3.02404862171626e-05
"147",9649,7480,3,NA,91.07,NA,NA,NA,NA,18,10,NA,125,0.18,NA,"Shen",2013.5,30.5,"Grassland","Irrigation","Unwarmed plot + 25% precipitation level","IRGA","Kobresia","Sandy loam",NA,14,"Rs_growingseason",1.63,0.01,14,10,"Q01",1.47,0.01,0,168.9,60.72,0.103317614028026,2.79716209425387e-05
"148",11031,7701,3,NA,1.65,NA,NA,NA,NA,10,20,NA,85,0.1,NA,"Chang",2006,41.73,"Forest","Drought","-15%","IRGA","Quercus ilex","Calcareous",800,NA,"Rs_annual",0.379991015511455,0.279998943001348,12,20,"",0.449990751261792,0.279998943001348,0,291.42,48.18,-0.169079420751567,0.310043782977063
"149",11031,7705,3,NA,1.65,NA,NA,NA,NA,7,20,NA,85,0.07,NA,"Chang",2006,41.73,"Forest","Drought","-15%","IRGA","Quercus cerrioides","Calcareous",800,NA,"Rs_annual",0.300002642496631,0.279998943001348,9,20,"",0.469994450757075,0.279998943001348,0,291.42,48.18,-0.448929604795052,0.408668871531315
"150",11064,7867,4,NA,116.28,NA,NA,2.495,10,NA,20,NA,115,NA,NA,"Xu",2011.5,42.033,"Grassland","Irrigation","plus 15% precipitation","IRGA","Stipa krylovii","Calcis-orthic Aridisol",1324,0.1,"Rs_growingseason",4.84,0.2,NA,NA,NA,NA,NA,0,176.836734693878,24.1020408163265,NA,NA
"151",11064,7868,4,NA,116.28,NA,NA,1.677,10,NA,20,NA,130,NA,NA,"Xu",2011.5,42.033,"Grassland","Irrigation","plus 30% precipitation","IRGA","Stipa krylovii","Calcis-orthic Aridisol",1324,0.1,"Rs_growingseason",5.1,0.4,NA,NA,NA,NA,NA,0,176.836734693878,24.1020408163265,NA,NA
"152",11064,7873,4,NA,116.28,NA,NA,0.967,10,NA,20,NA,115,NA,NA,"Xu",2011.5,42.033,"Grassland","Irrigation","plus 15% precipitation","IRGA","Stipa klemenzii","Chestnut soil",1324,0.1,"Rs_growingseason",0.4,0.06,NA,NA,NA,NA,NA,0,176.836734693878,24.1020408163265,NA,NA
"153",11064,7874,4,NA,116.28,NA,NA,1.093,10,NA,20,NA,130,NA,NA,"Xu",2011.5,42.033,"Grassland","Irrigation","plus 30% precipitation","IRGA","Stipa klemenzii","Chestnut soil",1324,0.1,"Rs_growingseason",0.46,0.01,NA,NA,NA,NA,NA,0,176.836734693878,24.1020408163265,NA,NA
"154",11064,7879,4,NA,116.28,NA,NA,1.36,10,NA,20,NA,115,NA,NA,"Xu",2012.5,42.033,"Grassland","Irrigation","plus 15% precipitation","IRGA","Stipa krylovii","Calcis-orthic Aridisol",1324,0.1,"Rs_growingseason",4.5,0.3,NA,NA,NA,NA,NA,1,176.836734693878,24.1020408163265,NA,NA
"155",11064,7880,4,NA,116.28,NA,NA,1.389,10,NA,20,NA,130,NA,NA,"Xu",2012.5,42.033,"Grassland","Irrigation","plus 30% precipitation","IRGA","Stipa krylovii","Calcis-orthic Aridisol",1324,0.1,"Rs_growingseason",4.7,0.36,NA,NA,NA,NA,NA,1,176.836734693878,24.1020408163265,NA,NA
"156",11064,7885,4,NA,116.28,NA,NA,1.012,10,NA,20,NA,115,NA,NA,"Xu",2012.5,42.033,"Grassland","Irrigation","plus 15% precipitation","IRGA","Stipa klemenzii","Chestnut soil",1324,0.1,"Rs_growingseason",1.48,0.04,NA,NA,NA,NA,NA,1,176.836734693878,24.1020408163265,NA,NA
"157",11064,7886,4,NA,116.28,NA,NA,1.208,10,NA,20,NA,130,NA,NA,"Xu",2012.5,42.033,"Grassland","Irrigation","plus 30% precipitation","IRGA","Stipa klemenzii","Chestnut soil",1324,0.1,"Rs_growingseason",1.49,0.002,NA,NA,NA,NA,NA,1,176.836734693878,24.1020408163265,NA,NA
"158",11078,7892,4,NA,-85.55,NA,NA,NA,NA,NA,5,NA,103,NA,NA,"Waring",2014.5,10.712,"Forest","Irrigation","Single 50 mm simulated rain event, 0 hr","IRGA","","Dry soils",NA,30,"Rs_growingseason",4.4,0.9,NA,5,"Q01",4.5,0.2,0,337.529411764706,50.7647058823529,-0.0224728558520585,0.0109535379042955
"159",11078,7893,4,NA,-85.55,NA,NA,NA,NA,NA,5,NA,106,NA,NA,"Waring",2014.5,10.712,"Forest","Irrigation","two 50 mm simulated rain events, 0 hr","IRGA","","Dry soils",NA,30,"Rs_growingseason",7.1,0.9,NA,5,"Q01",4.5,0.2,0,337.529411764706,50.7647058823529,0.456017387270996,0.00451088726761543
"160",8350,8030,4,NA,-77.9,16,NA,NA,NA,NA,5,NA,123,NA,NA,"McDaniel",2009.5,40.67,"Grassland","Irrigation","23% more Precipitation","IRGA","","Fine-loamy soil",NA,22,"Rs_annual",1.26424966308168,0.244693483074809,NA,NA,NA,NA,NA,0,313.365384615385,53.1346153846154,NA,NA
"161",8401,8060,3,NA,8.51,NA,NA,3.1,10,22,30,NA,67,0.22,NA,"Hagedorn",2007.5,47.2102,"Grassland","Drought","","Gas chromatography","","Cambisola",393,22,"Rs_growingseason",5.35,0.1212435565,32,30,"Q01",5.47,0.692820323,0,242.88,71.38,-0.0221820555259746,0.00551862672119936
"162",8401,8062,3,NA,8.08,NA,NA,5.1,10,20,30,NA,67,0.2,NA,"Hagedorn",2007.5,47.115,"Grassland","Drought","","Gas chromatography","","Endogleyic Cambisola",982,22,"Rs_growingseason",6.3,0.9353074361,21,30,"Q01",8.37,0.9353074361,0,214.595744680851,91.8297872340426,-0.284104251103897,0.0115092696811323
"163",8401,8064,3,NA,9.43,NA,NA,8.6,10,10,30,NA,74,0.1,NA,"Hagedorn",2007.5,46.58,"Grassland","Drought","","Gas chromatography","","Leptosol",1978,22,"Rs_growingseason",5.8,0.01732050808,14,30,"Q01",9.2,0.8660254038,0,160.615384615385,86.0961538461538,-0.461345566502621,0.00295665885209093
"164",8509,8152,3,NA,81.15,NA,NA,1.3,NA,19,10,"SM estimated from Figure 2b",190,NA,NA,"Yan",2007,43.75,"Forest","Irrigation","350 m3 ha−1","IRGA","Populus deltoides","Sierozem",660,30,"Rs_growingseason",4.75,0.45033321,12,10,"",2.69,0.3290896534,0,183.21568627451,34.6274509803922,0.568603424432802,0.00798499710576981
"165",8509,8153,3,NA,81.15,NA,NA,1.3,NA,27,10,"SM estimated from Figure 2b",214,NA,NA,"Yan",2007,43.75,"Forest","Irrigation","700 m3 ha−1","IRGA","Populus deltoides","Sierozem",660,30,"Rs_growingseason",3.47,0.3810511777,12,10,"",2.69,0.3290896534,0,183.21568627451,34.6274509803922,0.25461340034502,0.00900850830632715
"166",8509,8155,3,NA,81.15,NA,NA,1.37,NA,19,10,"SM estimated from Figure 2b",190,NA,NA,"Yan",2007,43.75,"Forest","Irrigation","350 m3 ha−1","IRGA","Populus balsamifera","Sierozem",660,30,"Rs_growingseason",5.13,0.5369357503,12,10,"",3.17,0.3637306696,0,183.21568627451,34.6274509803922,0.481374071293489,0.00804018593937503
"167",8509,8156,3,NA,81.15,NA,NA,1.37,NA,27,10,"SM estimated from Figure 2b",214,NA,NA,"Yan",2007,43.75,"Forest","Irrigation","700 m3 ha−1","IRGA","Populus balsamifera","Sierozem",660,30,"Rs_growingseason",3.68,0.3290896534,12,10,"",3.17,0.3637306696,0,183.21568627451,34.6274509803922,0.14918116429165,0.0070542418346867
"168",8509,8158,3,NA,81.15,NA,NA,1.23,NA,19,10,"SM estimated from Figure 2b",190,NA,NA,"Yan",2007,43.75,"Forest","Irrigation","350 m3 ha−1","IRGA","Populus euramericana","Sierozem",660,30,"Rs_growingseason",4.35,0.467653718,12,10,"",2.9,0.3983716857,0,183.21568627451,34.6274509803922,0.405465108108164,0.0101426872750431
"169",8509,8159,3,NA,81.15,NA,NA,1.23,NA,27,10,"SM estimated from Figure 2b",214,NA,NA,"Yan",2007,43.75,"Forest","Irrigation","700 m3 ha−1","IRGA","Populus euramericana","Sierozem",660,30,"Rs_growingseason",3.32,0.3117691454,12,10,"",2.9,0.3983716857,0,183.21568627451,34.6274509803922,0.135254045935969,0.00922959951433641
"170",11261,8487,2,NA,-96.58,32,NA,NA,NA,17,15,"SM estimated from Figure 1a",34,0.17,0.01,"Hoover",2010,39.08,"Grassland","Drought","","IRGA","Andropogon gerardii, Sorghastrum nutans","Typic Argiustoll",NA,15,"Rs_growingseason",7.9,0.1,29,15,"",10.25,0.25,0,430.775510204082,97.9387755102041,-0.260414946111441,0.000377557364937455
"171",11261,8489,2,NA,-96.58,32,NA,NA,NA,11,15,"SM estimated from Figure 1a",34,0.11,0.005,"Hoover",2011,39.08,"Grassland","Drought","","IRGA","Andropogon gerardii, Sorghastrum nutans","Typic Argiustoll",NA,15,"Rs_growingseason",7.25,0.5,25,15,"",9.75,0.15,1,430.775510204082,97.9387755102041,-0.296265816143172,0.00249646447945177
"172",11261,8491,2,NA,-96.58,32,NA,NA,NA,18,15,"SM estimated from Figure 1a",34,0.18,0.01,"Hoover",2012,39.08,"Grassland","Drought","","IRGA","Andropogon gerardii, Sorghastrum nutans","Typic Argiustoll",NA,15,"Rs_growingseason",8.15,0.1,20,15,"",7.75,0.05,2,430.775510204082,97.9387755102041,0.0503250838875158,9.60873517676806e-05
"173",10526,9107,3,NA,111.86,28.5,50,NA,NA,17.5,5,"Control SM estimated from Figure 2; trt-control difference from text",68,NA,NA,"Lu",2014.5,31.965,"Forest","Drought","32% of annual Precipitation excluded","IRGA","Quercus aliena","Haplic luvisol",1400,30,"Rs_annual",1.49829558967312,0.113627355125122,25,5,"",1.31332082551595,0.0581349258779695,0,344.02,43.18,0.131769277631123,0.0025702686538351
"174",10526,9107,3,NA,111.86,28.5,50,NA,NA,17.5,5,"Control SM estimated from Figure 2; trt-control difference from text",68,NA,NA,"Lu",2014.5,31.965,"Forest","Drought","32% of annual Precipitation excluded","IRGA","Quercus aliena","Haplic luvisol",1400,30,"Rh_annual",1.1019210950506,0.103057368601855,25,5,"",1.02528869275692,0.0422799460930687,0,344.02,43.18,0.072080882175528,0.00348248626295106
"175",10526,9109,3,NA,111.86,28.5,50,NA,NA,18,5,"Control SM estimated from Figure 2; trt-control difference from text",74,NA,NA,"Lu",2015.5,31.965,"Forest","Drought","26% of annual Precipitation excluded","IRGA","Quercus aliena","Haplic luvisol",1400,30,"Rs_annual",1.52207805935047,0.169119784372275,25,5,"",1.59342546838253,0.0554924292471527,1,344.02,43.18,-0.0458095360312941,0.00451950675955032
"176",10526,9109,3,NA,111.86,28.5,50,NA,NA,18,5,"Control SM estimated from Figure 2; trt-control difference from text",74,NA,NA,"Lu",2015.5,31.965,"Forest","Drought","26% of annual Precipitation excluded","IRGA","Quercus aliena","Haplic luvisol",1400,30,"Rh_annual",1.29218085246941,0.13212483154084,25,5,"",1.3371032951933,0.0766324022936871,1,344.02,43.18,-0.0341741798125934,0.00457988409667253
"177",10816,9797,3,"Hummock",-112.52,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,"Munir",2012.5,55.35,"Wetland","Drought","","IRGA","","Sandy clay substrate",NA,1,"Rs_growingseason",9.934,0.476576404,NA,NA,"",7.002,0.1537471483,0,177.404255319149,37.8297872340426,0.349767394152685,0.000927889014534275
"178",10816,9798,3,"Hollow",-112.52,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,"Munir",2012.5,55.35,"Wetland","Drought","","IRGA","","Sandy clay substrate",NA,1,"Rs_growingseason",9.066,0.2285054981,NA,NA,"",5.835,0.1586354769,0,177.404255319149,37.8297872340426,0.440656886780138,0.000458133969997062
"179",10878,9926,3,NA,172.33,NA,NA,3.19,20,35,8,"SM estimated from Figure 1",150,NA,NA,"Moinet",2014,-43.4,"Grassland","Irrigation","","IRGA","Lolium perenne L","Silt loam",35,NA,"Rs_annual",2.50508680601432,0.462436910392939,25,8,"",1.92902254049626,0.436011944084771,0,247.8,85.32,0.261309968112585,0.0283884109172615
"180",13001,2,4,NA,116.43,NA,NA,1.02,10,11.7,10,"SOC and SM data from https://www.publish.csiro.au/rj/RJ16081",120,NA,NA,"Chao",2014,44.22,"Grassland","Irrigation","20% increase","IRGA",NA,NA,NA,15,"Rs_growingseason",4.1,0.8,10.6,10,NA,2.25,0.65,0,158.291666666667,28.1041666666667,0.600056757493933,0.0303823414927916
"181",13004,2,4,NA,87.9,1.7,100,0.221,100,12,5,"Clay data from https://doi.org/10.1016/j.scitotenv.2017.05.202",130,NA,NA,"Yue",2014.5,44.43,"Desert","Irrigation","30% increase","Gas chromatography",NA,NA,437,3,"Rs_annual",0.383368126205639,0.143672541817509,11,5,NA,0.28806120022197,0.11911846312396,0,169.288461538462,25.3653846153846,0.285822734253509,0.077861262742152
"182",13004,2,4,NA,87.9,1.7,100,0.221,100,12,5,"Clay data from https://doi.org/10.1016/j.scitotenv.2017.05.202",130,NA,NA,"Yue",2014.5,44.43,"Desert","Irrigation","30% increase","Gas chromatography",NA,NA,437,3,"Rs_growingseason",0.322454273,NA,11,5,NA,0.1343174109,NA,0,169.288461538462,25.3653846153846,0.875755600062483,NA
"183",13004,4,4,NA,87.9,1.7,100,0.221,100,12,5,"Clay data from https://doi.org/10.1016/j.scitotenv.2017.05.202",130,NA,NA,"Yue",2015.5,44.43,"Desert","Irrigation","30% increase","Gas chromatography",NA,NA,437,3,"Rs_annual",0.383368126205639,0.143672541817509,11,5,NA,0.28806120022197,0.11911846312396,1,169.288461538462,25.3653846153846,0.285822734253509,0.077861262742152
"184",13004,4,4,NA,87.9,1.7,100,0.221,100,12,5,"Clay data from https://doi.org/10.1016/j.scitotenv.2017.05.202",130,NA,NA,"Yue",2015.5,44.43,"Desert","Irrigation","30% increase","Gas chromatography",NA,NA,437,3,"Rs_growingseason",0.4337952942,NA,11,5,NA,0.1719357989,NA,1,169.288461538462,25.3653846153846,0.925451605553308,NA
"185",13007,1,4,NA,103.78,NA,NA,0.75,NA,8,20,"SM crudely estimated from Figure 1",60,NA,NA,"Zhang",2014,36.22,"Desert","Drought","40% decrease","IRGA",NA,"Haplic Calcisol",1780,15,"Rs_annual",0.655003461670586,0.0400002113997305,9,20,NA,0.963338424543509,0.0400002113997305,0,209.8,28.98,-0.385764256803116,0.00136337592181542
"186",13007,2,4,NA,103.78,NA,NA,0.75,NA,8.5,20,"SM crudely estimated from Figure 1",80,NA,NA,"Zhang",2014,36.22,"Desert","Drought","20% decrease","IRGA",NA,"Haplic Calcisol",1780,15,"Rs_annual",0.850004492244272,0.0400002113997305,9,20,NA,0.963338424543509,0.0400002113997305,0,209.8,28.98,-0.125163142954006,0.00098466253996001
"187",13007,4,4,NA,103.78,NA,NA,0.75,NA,9.5,20,"SM crudely estimated from Figure 1",120,NA,NA,"Zhang",2014,36.22,"Desert","Irrigation","20% increase","IRGA",NA,"Haplic Calcisol",1780,15,"Rs_annual",1.09667246254261,0.100000528499326,9,20,NA,0.963338424543509,0.0400002113997305,0,209.8,28.98,0.12963106265294,0.00250972408642772
"188",13007,5,4,NA,103.78,NA,NA,0.75,NA,10,20,"SM crudely estimated from Figure 1",140,NA,NA,"Zhang",2014,36.22,"Desert","Irrigation","40% increase","IRGA",NA,"Haplic Calcisol",1780,15,"Rs_annual",1.34167375736596,0.100000528499326,9,20,NA,0.963338424543509,0.0400002113997305,0,209.8,28.98,0.331268408746186,0.00181986462924674
"189",13008,1,3,NA,112.17,NA,NA,NA,20,NA,NA,NA,50,NA,NA,"Deng",2013.5,23.17,"Forest","Drought","50% decrease","IRGA",NA,NA,NA,15,"Rs_annual",2.25001189123484,0.43299949792564,NA,NA,NA,NA,NA,0,265.5,51.64,NA,NA
"190",13008,1,3,NA,112.17,NA,NA,NA,20,NA,NA,NA,50,NA,NA,"Deng",2013.5,23.17,"Forest","Drought","50% decrease","IRGA",NA,NA,NA,15,"Rh_annual",1.50000792748989,0.43299949792564,NA,NA,NA,NA,NA,0,265.5,51.64,NA,NA
"191",13008,3,3,NA,112.17,NA,NA,NA,25,NA,NA,NA,150,NA,NA,"Deng",2013.5,23.17,"Forest","Irrigation","50% increase","IRGA",NA,NA,NA,15,"Rs_annual",3.05001611922945,0.43299949792564,NA,NA,NA,NA,NA,0,265.5,51.64,NA,NA
"192",13008,3,3,NA,112.17,NA,NA,NA,25,NA,NA,NA,150,NA,NA,"Deng",2013.5,23.17,"Forest","Irrigation","50% increase","IRGA",NA,NA,NA,15,"Rh_annual",1.56000824458949,0.43299949792564,NA,NA,NA,NA,NA,0,265.5,51.64,NA,NA
"193",13009,2,6,NA,116.7,NA,NA,NA,NA,16,40,NA,130,0.151,0.005,"Li",2014,43.63,"Grassland","Irrigation","30% increase","IRGA",NA,"Calcic Chernozems",1200,15,"Rs_annual",2.80001479798113,0.195960215072801,13,40,NA,2.20001162698518,0.195960215072801,0,200.48,28.06,0.241162056816888,0.00213864058035626
"194",13015,2,3,NA,-7.25,53,NA,4.22,NA,35,5,"SM crudely estimated from Figure 1",120,NA,NA,"Zou",2015,52.95,"Forest","Irrigation","20% increase","IRGA",NA,"Low humic surfacewater gley",260,3,"Rs_annual",1.63834791110641,0.158549797849008,30,5,NA,1.87617260787993,0.105699865232672,0,232.730769230769,88.1730769230769,-0.135545491996224,0.00417973931830444
